task_id,activity_name,building,level,axis,discipline,activity_type,is_outdoor,planned_start,planned_finish,planned_duration_days,predecessor_count,is_critical_path,float_days,contractor_id,contractor_avg_delay_days,contract_type,season,material_delivery_status,crew_size,open_rfi_count,open_ncr_count,pending_submittal_count,actual_finish_date,delay_days,delay_category
ACT-03019,Sprinkler System Revised Material Procurement,A3,---,---,MEP,Procurement,0,2024-03-25,2024-04-18,24,1,0,7,Vendor_B,0.7,Time & Material,Spring,Delivered,2,1,1,1,2024-04-22,3.5,On Time
ACT-03020,Foam Agent Material Order,A3,---,---,Other,Procurement,0,2025-05-12,2025-05-30,18,4,0,14,Vendor_C,1.1,Lump Sum,Spring,Delivered,2,0,0,1,2025-05-29,-0.7,On Time
ACT-03021,Foam Agent Material Lead Time,A3,---,---,Other,Construction,0,2024-03-08,2024-03-12,4,1,0,3,Vendor_E,6.2,Unit Price,Spring,In Transit,11,1,1,2,2024-03-22,9.6,Mild
ACT-03022,Cable Trays Material Submittals And Approval,A3,---,---,MEP,Design,0,2025-06-27,2025-07-18,21,0,0,5,Vendor_E,7.0,Unit Price,Summer,Delivered,3,0,0,1,2025-07-22,4.1,On Time
ACT-03023,Cable Trays Material Procurement,A3,---,---,MEP,Procurement,0,2024-03-14,2024-05-05,52,4,0,11,Vendor_B,1.7,Lump Sum,Spring,Delivered,1,1,1,0,2024-05-08,3.3,On Time
ACT-03024,Conduits Material Submittals And Approval,A3,---,---,MEP,Design,0,2025-01-06,2025-01-16,10,3,0,5,Vendor_A,-1.1,Lump Sum,Winter,Delivered,2,2,0,0,2025-01-16,-0.2,On Time
ACT-03025,Conduits Material Procurement,A3,---,---,MEP,Procurement,0,2025-01-05,2025-01-27,22,3,0,22,Vendor_G,17.2,Unit Price,Winter,Delivered,1,0,0,0,2025-02-18,21.7,Severe
ACT-03026,Cables Material Submittals And Approval,A3,---,---,MEP,Design,0,2025-05-31,2025-06-13,13,3,1,0,Vendor_D,6.2,Time & Material,Spring,Delivered,3,1,0,0,2025-06-26,12.6,Moderate
ACT-03027,Cables Material Procurement,A3,---,---,MEP,Procurement,0,2024-07-07,2024-10-06,91,4,0,1,Vendor_E,9.5,Unit Price,Summer,Delivered,1,1,1,0,2024-10-22,16.5,Moderate
ACT-03028,Lighting Material Submittals And Approval,A3,---,---,MEP,Design,0,2024-07-12,2024-07-21,9,2,0,1,Vendor_C,1.7,Unit Price,Summer,Delivered,3,5,0,0,2024-07-26,4.8,On Time
ACT-03029,Lighting Material Procurement,A3,---,---,MEP,Procurement,0,2025-04-15,2025-05-05,20,4,0,3,Vendor_B,-0.3,Unit Price,Spring,Delivered,1,1,1,1,2025-05-08,2.9,On Time
ACT-03030,Panels Material Submittals And Approval,A3,---,---,Architectural,Design,0,2025-06-26,2025-07-13,17,3,0,7,Vendor_D,5.3,Lump Sum,Summer,In Transit,3,2,1,0,2025-07-23,9.5,Mild
ACT-03031,Panels Material Procurement,A3,---,---,Architectural,Procurement,0,2024-01-31,2024-02-20,20,3,0,7,Vendor_A,-2.1,Unit Price,Winter,Not Ordered,1,1,1,0,2024-02-29,9.0,Mild
ACT-03032,"Equipments (Sockets, Sensors Etc.) Material Submittals And Approval",A3,---,---,Design,Design,0,2024-12-23,2025-01-26,34,3,0,8,Vendor_E,7.5,Lump Sum,Winter,Delivered,2,3,0,0,2025-02-01,5.6,Mild
ACT-03033,"Equipments (Sockets, Sensors Etc.) Material Procurement",A3,---,---,Other,Procurement,0,2024-05-25,2024-06-09,15,1,0,16,Vendor_D,3.6,Time & Material,Spring,In Transit,1,4,0,1,2024-06-15,5.5,Mild
ACT-03034,Fas System Material Submittals And Approval,A3,---,---,Design,Design,0,2025-02-11,2025-02-21,10,0,0,7,Vendor_E,7.1,Unit Price,Winter,Delivered,3,2,1,0,2025-03-02,9.1,Mild
ACT-03035,Fas System Material Procurement,A3,---,---,Other,Procurement,0,2025-03-07,2025-03-30,23,4,1,0,Vendor_D,4.4,Lump Sum,Spring,Delivered,1,3,0,2,2025-04-15,15.8,Moderate
ACT-03036,It Systems (Cctv Etc.) Material Submittals And Approval,A3,---,---,Design,Design,0,2025-03-01,2025-03-12,11,3,1,0,Vendor_D,4.0,Lump Sum,Spring,Delivered,3,0,1,1,2025-03-18,6.2,Mild
ACT-03037,It Systems (Cctv Etc.) Material Procurement,A3,---,---,Other,Procurement,0,2024-09-06,2024-09-24,18,4,0,16,Vendor_D,5.2,Lump Sum,Autumn,Delivered,2,0,0,0,2024-10-01,7.0,Mild
ACT-03038,Excavation,A3,U00,---,Civil,Construction,1,2024-04-09,2024-04-19,10,2,1,0,Vendor_E,7.7,Lump Sum,Spring,Delivered,17,0,0,2,2024-04-27,7.8,Mild
ACT-03039,Lean Concrete,A3,U00,---,Civil,Construction,1,2024-11-25,2024-12-07,12,4,0,1,Vendor_B,-0.5,Lump Sum,Autumn,Delivered,14,3,0,0,2024-12-09,2.4,On Time
ACT-03040,Reinforcement Installation,A3,U00,---,Civil,Installation,1,2025-03-16,2025-03-26,10,6,0,9,Vendor_E,6.6,Unit Price,Spring,Ordered,6,1,0,0,2025-04-04,8.7,Mild
ACT-03041,Formwork Installation,A3,U00,---,Other,Installation,1,2025-05-21,2025-05-25,4,5,1,0,Vendor_D,3.9,Lump Sum,Spring,Delivered,9,1,0,1,2025-05-29,3.9,On Time
ACT-03042,Concrete Pouring,A3,U00,---,Civil,Construction,1,2024-09-15,2024-09-19,4,2,0,10,Vendor_C,3.3,Unit Price,Autumn,Delivered,6,1,0,1,2024-09-21,2.4,On Time
ACT-03043,Concrete Pouring (Hazmat Axis 33-35),A3,U00,Ext,Civil,Construction,1,2024-05-26,2024-06-15,20,2,1,0,Vendor_D,5.2,Lump Sum,Spring,Delivered,23,0,1,1,2024-06-23,8.1,Mild
ACT-03044,Foundation Walls - Precast Installation,A3,U00,---,Civil,Installation,1,2024-03-19,2024-04-10,22,3,0,3,Vendor_B,-1.5,Unit Price,Spring,Ordered,13,0,0,0,2024-04-12,2.1,On Time
ACT-03045,Foundation Walls (Hazmat Axis 33-35),A3,U00,Ext,Civil,Construction,1,2025-03-20,2025-03-28,8,5,0,4,Vendor_A,-0.7,Time & Material,Spring,Not Ordered,18,1,0,0,2025-04-08,10.7,Mild
ACT-03046,Steel Columns Installation,A3,L01,---,Civil,Installation,0,2024-10-30,2024-11-06,7,5,1,0,Vendor_E,10.0,Lump Sum,Autumn,Delivered,16,3,0,2,2024-11-20,13.8,Moderate
ACT-03047,Steel Columns (Hazmat Axis 33-35),A3,U00,Ext,Civil,Construction,1,2025-01-13,2025-02-26,44,5,0,12,Vendor_G,16.3,Lump Sum,Winter,Delivered,14,2,1,1,2025-03-24,25.5,Severe
ACT-03048,Precast Columns Installation,A3,L00,---,Civil,Installation,0,2024-04-09,2024-05-04,25,7,0,6,Vendor_C,1.9,Lump Sum,Spring,Delivered,7,0,0,0,2024-05-08,4.0,On Time
ACT-03049,Precast Walls Installation,A3,L00,---,Civil,Installation,0,2024-01-18,2024-01-21,3,3,1,0,Vendor_F,10.4,Unit Price,Winter,In Transit,8,2,0,0,2024-02-03,12.6,Moderate
ACT-03050,Slab on Grade,A3,L00,---,Civil,Construction,1,2025-06-20,2025-07-17,27,4,0,11,Vendor_D,3.5,Time & Material,Summer,In Transit,11,0,0,0,2025-07-26,9.3,Mild
ACT-03051,Façade Steel Installation (Hazmat Axis 28-33),A3,L01,---,Architectural,Installation,1,2025-03-27,2025-03-28,1,4,0,3,Vendor_G,16.3,Lump Sum,Spring,Delivered,5,1,0,0,2025-04-08,11.4,Moderate
ACT-03052,Roof Steel Installation (Hazmat Axis 28-33),A3,L01,---,Architectural,Installation,1,2024-08-18,2024-09-14,27,6,0,10,Vendor_C,-0.0,Lump Sum,Summer,Delivered,14,1,0,0,2024-09-17,2.8,On Time
ACT-03053,Roof Steel Installation (Hazmat Axis 33-35),A3,L01,---,Architectural,Installation,1,2024-09-17,2024-09-20,3,4,1,0,Vendor_B,-0.2,Unit Price,Autumn,Delivered,12,1,0,2,2024-09-22,2.0,On Time
ACT-03054,Canopy (Hazmat Axis 33-35),A3,L01,---,Other,Construction,0,2025-05-30,2025-06-29,30,6,0,8,Vendor_F,11.0,Lump Sum,Spring,Ordered,12,1,0,2,2025-07-15,15.7,Moderate
ACT-03055,Completion of Civil Works in Hazmat Building Shuri Extension Zone (Axis 33-35),A3,L01,---,Other,Construction,0,2024-05-06,2024-05-17,11,3,0,4,Vendor_F,12.1,Lump Sum,Spring,Delivered,6,1,0,0,2024-05-31,14.5,Moderate
ACT-03056,Façade Panels (Hazmat Axis 28-33),A3,L00,---,Architectural,Construction,1,2025-03-23,2025-03-31,8,1,1,0,Vendor_C,0.5,Lump Sum,Spring,Ordered,20,1,0,0,2025-04-06,6.4,Mild
ACT-03057,Façade Panels (Hazmat Axis 33-35),A3,L00,---,Architectural,Construction,1,2024-01-24,2024-02-26,33,2,0,7,Vendor_F,10.6,Lump Sum,Winter,Delivered,24,1,0,1,2024-03-11,13.5,Moderate
ACT-03058,External Doors and Gates Installation,A3,L00,---,Architectural,Installation,0,2025-05-01,2025-05-12,11,7,1,0,Vendor_A,-0.4,Lump Sum,Spring,In Transit,11,1,2,0,2025-05-21,9.4,Mild
ACT-03059,Trapezoidal Sheet (Hazmat Axis 28-33),A3,L02,---,Other,Construction,0,2024-11-28,2024-12-06,8,3,0,10,Vendor_E,7.3,Lump Sum,Autumn,Delivered,22,0,0,0,2024-12-10,3.6,On Time
ACT-03060,Trapezodial Sheet (Hazmat Axis 33-35),A3,L02,---,Other,Construction,0,2024-09-28,2024-10-15,17,5,0,12,Vendor_E,8.8,Unit Price,Autumn,In Transit,13,0,0,1,2024-10-24,9.4,Mild
ACT-03061,Roofing (Hazmat Axis 28-33),A3,L02,---,Architectural,Construction,1,2025-01-30,2025-02-27,28,2,1,0,Vendor_C,2.5,Unit Price,Winter,Ordered,18,1,1,0,2025-03-14,15.0,Moderate
ACT-03062,Roofing (Hazmat Axis 33-35),A3,L02,---,Architectural,Construction,1,2024-02-20,2024-02-25,5,6,0,8,Vendor_E,6.7,Lump Sum,Winter,Delivered,5,1,1,1,2024-03-14,18.4,Severe
ACT-03063,Completion of Enclosure Works in Hazmat Building Shuri Extension Zone (Axis 33-35),A3,L02,---,Other,Construction,0,2024-04-29,2024-05-17,18,2,0,4,Vendor_A,-1.0,Lump Sum,Spring,Delivered,8,2,0,3,2024-05-16,-0.9,On Time
ACT-03064,Hazmat Façade and Roof Completed (Axis 28-33),A3,L02,---,Architectural,Construction,1,2024-08-21,2024-08-26,5,6,1,0,Vendor_B,-0.3,Lump Sum,Summer,Delivered,8,2,1,1,2024-08-30,3.7,On Time
ACT-03065,Partitions,A3,L00,---,Architectural,Construction,0,2024-12-13,2025-01-02,20,5,0,2,Vendor_D,4.4,Unit Price,Winter,Ordered,18,1,0,0,2025-01-09,6.6,Mild
ACT-03066,Ceilings,A3,L00,---,Architectural,Construction,0,2024-04-02,2024-04-23,21,4,1,0,Vendor_F,11.2,Time & Material,Spring,Delivered,24,1,0,2,2024-05-03,10.3,Mild
ACT-03067,Wall Finish,A3,L00,---,Other,Construction,0,2024-08-06,2024-08-08,2,5,0,11,Vendor_A,-0.3,Lump Sum,Summer,Delivered,21,1,0,0,2024-08-08,0.1,On Time
ACT-03068,Floor Finishes,A3,L00,---,Other,Construction,0,2024-06-03,2024-06-18,15,4,0,3,Vendor_D,4.7,Lump Sum,Summer,Not Ordered,18,1,0,0,2024-07-01,12.9,Moderate
ACT-03069,Internal Windows,A3,L00,---,Architectural,Construction,0,2024-12-28,2025-01-23,26,2,0,1,Vendor_E,6.3,Unit Price,Winter,In Transit,7,1,0,0,2025-01-27,3.5,On Time
ACT-03070,Internal Doors,A3,L00,---,Architectural,Construction,0,2025-05-25,2025-06-01,7,5,0,4,Vendor_E,5.5,Unit Price,Spring,Ordered,23,1,0,0,2025-06-10,8.7,Mild
ACT-03071,Cement plaster,A3,L00,---,Architectural,Construction,0,2024-04-13,2024-04-21,8,3,0,3,Vendor_D,5.0,Unit Price,Spring,In Transit,6,0,0,1,2024-04-29,8.3,Mild
ACT-03072,Epoxy coating,A3,L00,---,Process,Construction,0,2024-04-26,2024-05-17,21,5,0,32,Vendor_G,13.9,Lump Sum,Spring,Delivered,9,3,0,0,2024-06-07,21.3,Severe
ACT-03073,Epoxy Curing,A3,L00,---,Process,Construction,0,2024-12-04,2024-12-28,24,3,1,0,Vendor_C,2.2,Unit Price,Winter,Ordered,10,1,0,1,2025-01-09,11.8,Moderate
ACT-03074,Doors,A3,L00,---,Architectural,Construction,0,2024-09-15,2024-09-29,14,3,0,6,Vendor_F,10.1,Lump Sum,Autumn,Delivered,24,2,0,1,2024-10-11,11.9,Moderate
ACT-03075,Steel Structure,A3,L00,---,Civil,Construction,0,2025-02-05,2025-02-11,6,2,0,20,Vendor_D,4.5,Lump Sum,Winter,In Transit,22,1,0,1,2025-02-15,4.1,On Time
ACT-03076,Partitions,A3,L00,---,Architectural,Construction,0,2024-06-18,2024-06-22,4,4,0,13,Vendor_E,7.3,Lump Sum,Summer,Delivered,21,0,0,2,2024-06-30,7.5,Mild
ACT-03077,MEP Works in Rooms,A3,L00,---,Other,Construction,0,2024-11-04,2024-12-06,32,4,0,2,Vendor_C,2.3,Unit Price,Autumn,Not Ordered,7,1,1,1,2024-12-11,5.3,Mild
ACT-03078,Cement plaster,A3,L00,---,Architectural,Construction,0,2024-08-10,2024-08-11,1,3,0,11,Vendor_A,-1.0,Time & Material,Summer,Ordered,8,0,0,0,2024-08-15,3.9,On Time
ACT-03079,"Epoxy coating, chemical resistant",A3,L00,---,Process,Construction,0,2024-06-14,2024-06-16,2,4,0,4,Vendor_A,-0.3,Lump Sum,Summer,Delivered,17,1,0,0,2024-06-19,3.1,On Time
ACT-03080,Epoxy Curing,A3,L00,---,Process,Construction,0,2025-02-11,2025-02-19,8,5,0,3,Vendor_E,7.7,Time & Material,Winter,Delivered,22,1,3,0,2025-03-10,18.7,Severe
ACT-03081,Doors,A3,L00,---,Architectural,Construction,0,2025-03-19,2025-03-24,5,3,0,7,Vendor_C,3.1,Unit Price,Spring,In Transit,24,3,0,1,2025-03-30,6.0,Mild
ACT-03082,Partitions,A3,L00,---,Architectural,Construction,0,2024-07-10,2024-07-26,16,3,0,6,Vendor_D,4.0,Lump Sum,Summer,Delivered,9,1,0,1,2024-08-01,6.1,Mild
ACT-03083,MEP Works in Rooms,A3,L00,---,Other,Construction,0,2024-12-16,2024-12-25,9,1,1,0,Vendor_E,6.4,Unit Price,Winter,Delivered,23,0,0,2,2024-12-31,5.7,Mild
ACT-03084,Cement plaster,A3,L00,---,Architectural,Construction,0,2024-04-20,2024-04-22,2,5,1,0,Vendor_E,7.7,Lump Sum,Spring,Delivered,14,1,1,2,2024-05-02,10.3,Mild
ACT-03085,Epoxy coating,A3,L00,---,Process,Construction,0,2025-03-17,2025-03-20,3,4,0,11,Vendor_C,1.9,Lump Sum,Spring,Delivered,11,1,1,0,2025-03-25,5.1,Mild
ACT-03086,Epoxy Curing,A3,L00,---,Process,Construction,0,2024-06-14,2024-07-04,20,4,0,2,Vendor_B,0.9,Lump Sum,Summer,Ordered,23,1,0,0,2024-07-11,7.4,Mild
ACT-03087,Doors,A3,L00,---,Architectural,Construction,0,2024-04-16,2024-04-19,3,1,0,11,Vendor_E,7.4,Lump Sum,Spring,Ordered,7,0,0,0,2024-05-01,11.9,Moderate
ACT-03088,Partitions,A3,L00,---,Architectural,Construction,0,2025-06-05,2025-06-27,22,5,1,0,Vendor_C,3.0,Unit Price,Summer,Not Ordered,22,0,0,0,2025-07-11,13.6,Moderate
ACT-03089,MEP Works in Rooms,A3,L00,---,Other,Construction,0,2024-08-30,2024-09-14,15,2,0,3,Vendor_G,16.5,Time & Material,Summer,Delivered,15,0,0,1,2024-10-04,19.5,Severe
ACT-03090,Cement plaster,A3,L00,---,Architectural,Construction,0,2024-12-27,2025-01-24,28,2,0,18,Vendor_F,9.8,Lump Sum,Winter,Delivered,9,0,1,1,2025-02-02,9.3,Mild
ACT-03091,"Epoxy coating, chemical resistant",A3,L00,---,Process,Construction,0,2025-03-26,2025-03-28,2,5,1,0,Vendor_E,7.1,Lump Sum,Spring,Delivered,17,1,0,1,2025-04-09,11.6,Moderate
ACT-03092,Epoxy Curing,A3,L00,---,Process,Construction,0,2025-01-19,2025-01-29,10,4,0,3,Vendor_B,0.6,Unit Price,Winter,In Transit,19,1,1,1,2025-02-03,4.7,On Time
ACT-03093,Doors,A3,L00,---,Architectural,Construction,0,2024-11-14,2024-11-24,10,6,0,4,Vendor_C,1.6,Unit Price,Autumn,Delivered,8,0,2,0,2024-11-27,3.0,On Time
ACT-03094,Partitions,A3,L00,---,Architectural,Construction,0,2024-08-02,2024-08-17,15,2,0,7,Vendor_F,10.4,Lump Sum,Summer,Delivered,7,0,0,0,2024-08-25,8.5,Mild
ACT-03095,Suspended modular ceiling 60x60cm,A3,L00,---,Architectural,Construction,0,2025-05-25,2025-06-18,24,6,1,0,Vendor_A,0.3,Lump Sum,Spring,Delivered,15,0,1,0,2025-06-26,8.1,Mild
ACT-03096,MEP Works in Rooms,A3,L00,---,Other,Construction,0,2024-03-27,2024-03-30,3,6,0,1,Vendor_E,8.2,Lump Sum,Spring,Delivered,6,2,0,0,2024-04-13,14.5,Moderate
ACT-03097,Plaster,A3,L00,---,Architectural,Construction,0,2025-05-06,2025-05-16,10,2,0,6,Vendor_C,1.2,Unit Price,Spring,Delivered,11,2,0,0,2025-05-25,9.2,Mild
ACT-03098,Vinyl,A3,L00,---,Other,Construction,0,2025-02-01,2025-02-09,8,4,0,20,Vendor_E,8.4,Unit Price,Winter,Delivered,21,1,0,1,2025-02-19,10.3,Mild
ACT-03099,Doors,A3,L00,---,Architectural,Construction,0,2024-11-18,2024-12-10,22,5,0,3,Vendor_D,5.3,Lump Sum,Autumn,In Transit,13,1,0,0,2024-12-15,4.7,On Time
ACT-03100,Partitions,A3,L00,---,Architectural,Construction,0,2024-07-08,2024-07-13,5,1,0,5,Vendor_D,5.1,Unit Price,Summer,Delivered,18,0,4,1,2024-07-25,12.1,Moderate
ACT-03101,Cement plaster,A3,L00,---,Architectural,Construction,0,2024-04-02,2024-04-17,15,5,0,8,Vendor_E,6.0,Lump Sum,Spring,Delivered,8,1,0,0,2024-04-27,10.1,Mild
ACT-03102,MEP Works in Rooms,A3,L00,---,Other,Construction,0,2024-09-10,2024-09-28,18,1,0,18,Vendor_F,11.1,Unit Price,Autumn,In Transit,7,0,0,0,2024-10-11,13.3,Moderate
ACT-03103,Suspended modular ceiling 60x60cm,A3,L00,---,Architectural,Construction,0,2025-03-13,2025-03-19,6,6,0,3,Vendor_E,6.5,Unit Price,Spring,Delivered,14,1,0,2,2025-03-22,3.4,On Time
ACT-03104,Vinyl,A3,L00,---,Other,Construction,0,2025-02-20,2025-03-08,16,6,1,0,Vendor_C,1.8,Unit Price,Winter,Ordered,10,0,0,1,2025-03-14,6.0,Mild
ACT-03105,Doors,A3,L00,---,Architectural,Construction,0,2024-12-28,2025-01-07,10,5,0,14,Vendor_B,1.6,Unit Price,Winter,Delivered,6,6,1,1,2025-01-16,9.2,Mild
ACT-03106,Completion of Hazmat Architectural Items,A3,L00,---,Other,Construction,0,2025-07-03,2025-08-07,35,2,0,11,Vendor_F,10.6,Lump Sum,Summer,Delivered,21,0,1,2,2025-08-24,16.8,Moderate
ACT-03107,SW Piping,A3,U00,---,MEP,Construction,1,2025-06-23,2025-07-09,16,6,0,10,Vendor_D,4.3,Lump Sum,Summer,Delivered,23,1,0,0,2025-07-16,6.7,Mild
ACT-03108,SW Piping in Social Rooms,A3,L00,---,MEP,Construction,0,2024-08-18,2024-08-27,9,3,0,10,Vendor_E,6.1,Unit Price,Summer,Delivered,9,0,0,1,2024-08-30,2.7,On Time
ACT-03109,Sewege System Works in Shuri Extension Zone (Hazmat Axis 33-35),A3,L01,---,MEP,Construction,0,2024-04-27,2024-05-06,9,3,0,3,Vendor_G,16.1,Unit Price,Spring,Delivered,20,1,0,2,2024-05-23,17.2,Severe
ACT-03110,DW Piping Main Lines,A3,L00,---,MEP,Construction,0,2024-09-21,2024-09-22,1,4,0,4,Vendor_D,5.9,Lump Sum,Autumn,Delivered,13,3,0,1,2024-09-30,8.5,Mild
ACT-03111,DW Piping in Social Rooms,A3,L00,---,MEP,Construction,0,2025-04-15,2025-04-25,10,5,1,0,Vendor_B,2.6,Time & Material,Spring,In Transit,22,1,2,1,2025-05-08,13.2,Moderate
ACT-03112,DW Piping in Shuri Extension Zone (Hazmat Axis 33-35),A2,L00,---,MEP,Construction,0,2024-09-18,2024-09-30,12,5,0,13,Vendor_F,11.9,Lump Sum,Autumn,Ordered,22,0,0,0,2024-10-22,21.9,Severe
ACT-03113,Sanitary Fixtures in Social Rooms,A3,L00,---,Other,Construction,0,2024-07-14,2024-07-23,9,4,0,2,Vendor_B,0.1,Lump Sum,Summer,In Transit,13,0,0,1,2024-07-24,1.3,On Time
ACT-03114,Heating Cooling Piping,A3,L00,---,MEP,Construction,0,2025-02-18,2025-03-24,34,4,0,8,Vendor_B,1.0,Lump Sum,Winter,Delivered,14,2,0,1,2025-03-28,4.3,On Time
ACT-03115,Heating Cooling System Works in Shuri Extension Zone (Hazmat Axis 33-35),A3,L00,---,MEP,Construction,0,2024-12-31,2025-01-10,10,1,0,4,Vendor_A,-1.5,Time & Material,Winter,In Transit,13,0,0,1,2025-01-08,-1.9,On Time
ACT-03116,Heating Cooling Equipments,A3,L00,---,MEP,Construction,0,2025-06-21,2025-07-14,23,1,0,12,Vendor_A,-0.8,Lump Sum,Summer,Not Ordered,17,2,0,0,2025-07-18,4.1,On Time
ACT-03117,Rectangle Ducts & Spiral Ventilation Pipes,A3,L00,---,MEP,Construction,0,2024-11-06,2024-11-17,11,3,0,2,Vendor_F,11.5,Time & Material,Autumn,Delivered,9,1,1,0,2024-12-01,14.2,Moderate
ACT-03118,Ventilation System Works in Shuri Extension Zone (Hazmat Axis 33-35),A3,L00,---,MEP,Construction,0,2025-06-20,2025-06-28,8,2,0,12,Vendor_B,-0.9,Unit Price,Summer,Delivered,18,1,1,0,2025-06-26,-2.4,On Time
ACT-03119,"Ventilation Accessories (CAV, Silencers, etc.)",A3,L00,---,MEP,Construction,0,2024-06-20,2024-06-21,1,5,0,9,Vendor_A,-0.2,Lump Sum,Summer,Delivered,6,4,1,1,2024-06-25,3.9,On Time
ACT-03120,"Ventilation Openings and Closures (Dampers, Grills, Diffusors)",A3,L00,---,MEP,Construction,0,2025-04-26,2025-05-12,16,3,0,10,Vendor_B,0.9,Unit Price,Spring,Delivered,17,1,0,1,2025-05-16,4.0,On Time
ACT-03121,Ventilation Insulation,A3,L00,---,MEP,Construction,0,2024-07-22,2024-07-30,8,3,0,5,Vendor_E,6.8,Time & Material,Summer,Delivered,5,1,0,0,2024-08-07,8.2,Mild
ACT-03122,Sprinkler System Piping in Main Areas,A3,L00,---,MEP,Construction,0,2025-03-27,2025-04-07,11,2,0,20,Vendor_B,-1.5,Unit Price,Spring,Delivered,6,0,0,0,2025-04-09,1.5,On Time
ACT-03123,Sprinkler System Piping in Rooms (Offices and Social Areas),A3,L00,---,MEP,Construction,0,2025-05-29,2025-06-10,12,3,0,3,Vendor_B,0.7,Lump Sum,Spring,Ordered,6,3,0,2,2025-06-20,9.9,Mild
ACT-03124,Sprinkler System Piping in Shuri Extension Zone (Hazmat Axis 33-35),A2,L01,---,MEP,Construction,0,2024-12-16,2025-01-05,20,3,0,14,Vendor_C,2.7,Lump Sum,Winter,In Transit,19,1,0,2,2025-01-06,0.8,On Time
ACT-03125,Foam Tank Install,A2,L01,---,Other,Installation,0,2025-02-11,2025-03-02,19,3,0,17,Vendor_A,-1.3,Lump Sum,Winter,Delivered,18,4,2,2,2025-03-10,7.9,Mild
ACT-03126,Hydrant Piping,A3,L00,---,MEP,Construction,0,2025-06-15,2025-06-28,13,3,0,12,Vendor_C,1.7,Lump Sum,Summer,Delivered,20,1,0,0,2025-07-03,5.1,Mild
ACT-03127,Hydrant Accessories in Offices,A3,L00,---,Other,Construction,0,2024-08-04,2024-08-10,6,5,0,11,Vendor_G,16.6,Lump Sum,Summer,Delivered,15,1,0,1,2024-08-31,21.3,Severe
ACT-03128,Hydrant System Works in Shuri Extension Zone (Hazmat Axis 33-35),A2,L01,---,Other,Construction,0,2024-10-17,2024-10-27,10,4,0,14,Vendor_E,6.9,Unit Price,Autumn,In Transit,8,0,0,0,2024-10-29,2.2,On Time
ACT-03129,SW Piping in Social Rooms,A3,L01,---,MEP,Construction,0,2025-05-14,2025-05-18,4,2,0,3,Vendor_A,-0.3,Lump Sum,Spring,In Transit,8,3,1,1,2025-05-22,4.2,On Time
ACT-03130,DW Piping Main Lines,A3,L01,---,MEP,Construction,0,2025-01-12,2025-01-19,7,6,1,0,Vendor_D,4.2,Lump Sum,Winter,Delivered,24,1,0,0,2025-02-01,12.7,Moderate
ACT-03131,DW Piping in Social Rooms,A3,L01,---,MEP,Construction,0,2025-04-30,2025-05-13,13,4,0,3,Vendor_C,2.2,Lump Sum,Spring,In Transit,10,2,0,0,2025-05-21,8.3,Mild
ACT-03132,Sanitary Fixtures in Social Rooms,A3,L01,---,Other,Construction,0,2024-12-13,2024-12-28,15,5,0,12,Vendor_F,11.3,Time & Material,Winter,Ordered,16,3,0,0,2025-01-13,15.5,Moderate
ACT-03133,RW Vertical Piping,A3,L01,---,MEP,Construction,0,2025-02-17,2025-03-11,22,6,0,4,Vendor_A,0.6,Unit Price,Winter,Delivered,6,1,0,1,2025-03-14,3.0,On Time
ACT-03134,Heating Cooling Piping,A3,L01,---,MEP,Construction,0,2024-01-22,2024-01-23,1,3,0,12,Vendor_B,0.8,Unit Price,Winter,In Transit,8,1,0,0,2024-01-27,4.2,On Time
ACT-03135,Heating Cooling Equipments,A3,L01,---,MEP,Construction,0,2024-07-16,2024-07-30,14,3,0,9,Vendor_E,6.6,Lump Sum,Summer,Delivered,6,3,0,0,2024-08-06,6.9,Mild
ACT-03136,Rectangle Ducts & Spiral Ventilation Pipes,A3,L01,---,MEP,Construction,0,2025-03-06,2025-03-18,12,6,1,0,Vendor_F,10.5,Lump Sum,Spring,Delivered,7,3,0,0,2025-04-08,21.2,Severe
ACT-03137,"Ventilation Accessories (CAV, Silencers, etc.)",A3,L01,---,MEP,Construction,0,2024-08-20,2024-08-30,10,6,0,1,Vendor_D,4.0,Unit Price,Summer,Delivered,20,1,0,1,2024-09-05,6.5,Mild
ACT-03138,"Ventilation Openings and Closures (Dampers, Grills, Diffusors)",A3,L01,---,MEP,Construction,0,2024-07-28,2024-08-15,18,3,1,0,Vendor_A,-0.5,Unit Price,Summer,Delivered,15,0,1,1,2024-08-21,6.3,Mild
ACT-03139,Ventilation Insulation,A3,L01,---,MEP,Construction,0,2025-06-11,2025-06-21,10,4,0,10,Vendor_F,10.9,Lump Sum,Summer,Delivered,21,1,0,2,2025-07-02,11.1,Moderate
ACT-03140,Sprinkler System Piping,A3,L01,---,MEP,Construction,0,2024-11-08,2024-12-09,31,6,1,0,Vendor_C,2.0,Unit Price,Autumn,Ordered,16,2,2,0,2024-12-26,17.2,Severe
ACT-03141,Hydrant Piping,A3,L01,---,MEP,Construction,0,2024-04-27,2024-05-09,12,1,0,19,Vendor_A,0.2,Lump Sum,Spring,Delivered,9,1,0,0,2024-05-05,-3.8,On Time
ACT-03142,Completion of Mechanical Installation (Axis 28-33) Zone,A3,L01,---,Other,Installation,0,2024-09-26,2024-09-28,2,5,0,0,Vendor_F,11.9,Lump Sum,Autumn,Delivered,13,1,0,0,2024-10-05,7.3,Mild
